id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review,deskripsi_promosi,ulasan_penghuni,foto_path,latitude,longitude
KOS-0207,Kos Makasar 207,Jakarta Timur,Makasar,2150000,Campur,15,0,1,0,0,0,1,1,1,6.1,Universitas Trisakti,0.2,4.4,26,149,"Kos campur strategis di Makasar, Jakarta Timur. Kamar 15m² dilengkapi kamar mandi dalam, dapur bersama, laundry, dan security 24 jam. Lokasi hanya 6.1 km dari kampus dan 0.2 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 2 bulan di sini, sangat puas! Kamar bersih dan wangi. Kamar mandi pribadi sangat nyaman. Keamanan 24 jam membuat tenang. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0207.jpg,-6.207458,106.874523
KOS-0208,Kos Pasar Rebo 208,Jakarta Timur,Pasar Rebo,1600000,Putra,15,1,0,1,0,1,1,0,1,4.9,UNJ,3.9,3.9,29,186,"Kos eksklusif putra area Pasar Rebo! Fasilitas lengkap: AC, WiFi, parkir, dapur bersama, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 4.9 km ke kampus terdekat. Daftar sekarang!","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0208.jpg,-6.255397,106.861313
KOS-0209,Kos Matraman 209,Jakarta Timur,Matraman,1600000,Campur,15,1,1,1,0,1,1,1,0,6.3,Universitas Trisakti,1.2,4.5,5,89,"Kos eksklusif campur area Matraman! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, parkir, dapur bersama, dan laundry. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 6.3 km ke kampus terdekat. Daftar sekarang!","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0209.jpg,-6.233774,106.874843
KOS-0210,Kos Cipayung 210,Jakarta Timur,Cipayung,1850000,Putra,9,1,0,0,0,1,0,1,0,9.6,Universitas Trisakti,3.4,4.4,23,32,"Tersedia kamar kos putra di kawasan Cipayung, Jakarta Timur. Luas kamar 9m², fasilitas: AC, parkir, dan laundry. Dekat kampus (9.6 km) dan transportasi umum (3.4 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 12 tahun tinggal di sini dan tidak mau pindah. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0210.jpg,-6.282018,106.862984
KOS-0211,Kos Jatinegara 211,Jakarta Timur,Jatinegara,2050000,Putri,12,1,1,1,0,1,0,0,1,4.6,Universitas Trisakti,4.0,4.0,5,52,"Tersedia kamar kos putri di kawasan Jatinegara, Jakarta Timur. Luas kamar 12m², fasilitas: AC, kamar mandi dalam, WiFi, parkir, dan security 24 jam. Dekat kampus (4.6 km) dan transportasi umum (4.0 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 8 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0211.jpg,-6.188471,106.907465
KOS-0212,Kos Cipayung 212,Jakarta Timur,Cipayung,1750000,Putra,12,1,1,1,0,0,0,0,1,4.8,Universitas Trisakti,4.6,3.6,13,152,"Kos putra strategis di Cipayung, Jakarta Timur. Kamar 12m² dilengkapi AC, kamar mandi dalam, WiFi, dan security 24 jam. Lokasi hanya 4.8 km dari kampus dan 4.6 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0212.jpg,-6.252988,106.911595
KOS-0213,Kos Cipayung 213,Jakarta Timur,Cipayung,2500000,Putri,12,1,1,1,1,0,0,0,1,8.9,Universitas Trisakti,4.5,4.5,5,93,"Kos putri strategis di Cipayung, Jakarta Timur. Kamar 12m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, dan security 24 jam. Lokasi hanya 8.9 km dari kampus dan 4.5 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 2 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0213.jpg,-6.211282,106.895708
KOS-0214,Kos Jatinegara 214,Jakarta Timur,Jatinegara,1200000,Putri,9,0,0,1,1,0,1,0,0,6.2,Politeknik Negeri Jakarta,2.3,4.3,21,116,"Kos putri strategis di Jatinegara, Jakarta Timur. Kamar 9m² dilengkapi WiFi, listrik termasuk, dan dapur bersama. Lokasi hanya 6.2 km dari kampus dan 2.3 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 2 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0214.jpg,-6.205556,106.920575
KOS-0215,Kos Pasar Rebo 215,Jakarta Timur,Pasar Rebo,2500000,Putra,18,1,1,1,1,1,1,0,0,8.1,Universitas Trisakti,0.7,3.7,17,97,"Kos putra strategis di Pasar Rebo, Jakarta Timur. Kamar 18m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dan dapur bersama. Lokasi hanya 8.1 km dari kampus dan 0.7 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0215.jpg,-6.281182,106.925444
KOS-0216,Kos Kramat Jati 216,Jakarta Timur,Kramat Jati,2150000,Putri,9,0,1,1,0,1,0,0,0,9.4,Politeknik Negeri Jakarta,4.1,5.0,25,166,"Kos eksklusif putri area Kramat Jati! Fasilitas lengkap: kamar mandi dalam, WiFi, dan parkir. Kamar 9m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 9.4 km ke kampus terdekat. Daftar sekarang!","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0216.jpg,-6.271496,106.902876
KOS-0217,Kos Pasar Rebo 217,Jakarta Timur,Pasar Rebo,2000000,Campur,15,0,0,1,0,1,0,0,1,1.2,Universitas Trisakti,4.5,3.6,26,145,"Kos bersih dan terawat di Pasar Rebo, Jakarta Timur. Kamar campur berukuran 15m² tersedia dengan fasilitas WiFi, parkir, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 1.2 km dari kampus, 4.5 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. Keamanan 24 jam membuat tenang. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0217.jpg,-6.18006,106.913307
KOS-0218,Kos Matraman 218,Jakarta Timur,Matraman,2300000,Putri,9,1,0,1,1,0,0,0,1,2.4,Universitas Trisakti,0.3,4.1,6,51,"Kos bersih dan terawat di Matraman, Jakarta Timur. Kamar putri berukuran 9m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 2.4 km dari kampus, 0.3 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0218.jpg,-6.224714,106.892918
KOS-0219,Kos Kramat Jati 219,Jakarta Timur,Kramat Jati,2200000,Putra,12,1,0,1,1,1,1,1,0,7.8,Universitas Trisakti,0.4,3.8,7,180,"Kos putra strategis di Kramat Jati, Jakarta Timur. Kamar 12m² dilengkapi AC, WiFi, listrik termasuk, parkir, dapur bersama, dan laundry. Lokasi hanya 7.8 km dari kampus dan 0.4 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0219.jpg,-6.173781,106.945029
KOS-0220,Kos Cipayung 220,Jakarta Timur,Cipayung,2050000,Putra,9,1,1,1,1,1,1,0,1,3.2,Universitas Trisakti,2.9,3.7,17,35,"Kos bersih dan terawat di Cipayung, Jakarta Timur. Kamar putra berukuran 9m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 3.2 km dari kampus, 2.9 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0220.jpg,-6.203625,106.916391
KOS-0221,Kos Cakung 221,Jakarta Timur,Cakung,2250000,Putri,15,0,1,1,1,0,1,1,1,4.3,Politeknik Negeri Jakarta,3.8,4.1,6,130,"Hunian nyaman di jantung Jakarta Timur. Kos putri dengan kamar mandi dalam, WiFi, listrik termasuk, dapur bersama, laundry, dan security 24 jam. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 3.8 km. Cocok untuk profesional muda yang aktif.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0221.jpg,-6.193758,106.916284
KOS-0222,Kos Pasar Rebo 222,Jakarta Timur,Pasar Rebo,2050000,Putri,12,1,1,1,0,1,1,0,1,3.4,Politeknik Negeri Jakarta,3.0,3.9,15,149,"Kos putri strategis di Pasar Rebo, Jakarta Timur. Kamar 12m² dilengkapi AC, kamar mandi dalam, WiFi, parkir, dapur bersama, dan security 24 jam. Lokasi hanya 3.4 km dari kampus dan 3.0 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Oke secara keseluruhan. WiFi kencang dan stabil. AC dingin, tidak berisik. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0222.jpg,-6.21648,106.85581
KOS-0223,Kos Duren Sawit 223,Jakarta Timur,Duren Sawit,1600000,Putri,12,1,0,1,1,1,0,0,0,7.9,UNJ,5.0,4.1,13,27,"Kos bersih dan terawat di Duren Sawit, Jakarta Timur. Kamar putri berukuran 12m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 7.9 km dari kampus, 5.0 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Baru 6 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0223.jpg,-6.238905,106.868404
KOS-0224,Kos Cakung 224,Jakarta Timur,Cakung,2100000,Putri,18,1,0,1,1,1,0,0,1,1.3,Universitas Trisakti,2.1,4.5,24,14,"Hunian nyaman di jantung Jakarta Timur. Kos putri dengan AC, WiFi, listrik termasuk, parkir, dan security 24 jam. Ukuran kamar 18m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 2.1 km. Cocok untuk profesional muda yang aktif.","Sudah 12 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0224.jpg,-6.191019,106.90678
KOS-0225,Kos Cakung 225,Jakarta Timur,Cakung,2300000,Campur,9,0,1,1,0,0,0,0,0,4.5,Politeknik Negeri Jakarta,0.2,4.9,29,179,"Hunian nyaman di jantung Jakarta Timur. Kos campur dengan kamar mandi dalam dan WiFi. Ukuran kamar 9m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 0.2 km. Cocok untuk profesional muda yang aktif.","Baru 2 minggu tapi sudah betah banget. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0225.jpg,-6.224699,106.90547
KOS-0226,Kos Cakung 226,Jakarta Timur,Cakung,2550000,Putri,12,1,0,1,1,0,1,0,1,1.0,UNJ,2.2,3.8,28,12,"Kos putri strategis di Cakung, Jakarta Timur. Kamar 12m² dilengkapi AC, WiFi, listrik termasuk, dapur bersama, dan security 24 jam. Lokasi hanya 1.0 km dari kampus dan 2.2 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0226.jpg,-6.22349,106.867834
KOS-0227,Kos Kramat Jati 227,Jakarta Timur,Kramat Jati,1650000,Campur,15,0,0,0,1,0,0,0,1,7.4,UNJ,2.5,3.8,25,31,"Kos eksklusif campur area Kramat Jati! Fasilitas lengkap: listrik termasuk dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 7.4 km ke kampus terdekat. Daftar sekarang!","Oke secara keseluruhan. Keamanan 24 jam membuat tenang. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0227.jpg,-6.226993,106.945339
KOS-0228,Kos Pasar Rebo 228,Jakarta Timur,Pasar Rebo,1550000,Putri,15,0,0,1,0,1,1,0,0,2.3,UNJ,3.3,4.8,8,151,"Kos putri strategis di Pasar Rebo, Jakarta Timur. Kamar 15m² dilengkapi WiFi, parkir, dan dapur bersama. Lokasi hanya 2.3 km dari kampus dan 3.3 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0228.jpg,-6.21878,106.901505
KOS-0229,Kos Makasar 229,Jakarta Timur,Makasar,2800000,Putri,15,0,1,1,1,1,0,0,1,3.1,Universitas Trisakti,0.6,5.0,23,163,"Hunian nyaman di jantung Jakarta Timur. Kos putri dengan kamar mandi dalam, WiFi, listrik termasuk, parkir, dan security 24 jam. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 0.6 km. Cocok untuk profesional muda yang aktif.","Sudah 8 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0229.jpg,-6.252061,106.896624
KOS-0230,Kos Cakung 230,Jakarta Timur,Cakung,2550000,Putri,18,1,1,1,0,1,0,0,0,2.4,Politeknik Negeri Jakarta,4.7,4.3,8,158,"Kos eksklusif putri area Cakung! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, dan parkir. Kamar 18m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 2.4 km ke kampus terdekat. Daftar sekarang!","Sudah 18 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0230.jpg,-6.212219,106.910182
KOS-0231,Kos Jatinegara 231,Jakarta Timur,Jatinegara,2650000,Putri,9,0,1,1,0,1,1,1,1,3.2,Universitas Trisakti,0.6,3.7,21,198,"Kos putri strategis di Jatinegara, Jakarta Timur. Kamar 9m² dilengkapi kamar mandi dalam, WiFi, parkir, dapur bersama, laundry, dan security 24 jam. Lokasi hanya 3.2 km dari kampus dan 0.6 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.",Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga standar untuk area sini. Cocok untuk yang budget terbatas.,assets/kos_photos/kos_0231.jpg,-6.228067,106.925293
KOS-0232,Kos Matraman 232,Jakarta Timur,Matraman,2100000,Putri,15,1,1,1,0,1,0,0,0,2.6,Politeknik Negeri Jakarta,0.5,4.8,15,45,"Kos bersih dan terawat di Matraman, Jakarta Timur. Kamar putri berukuran 15m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 2.6 km dari kampus, 0.5 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 8 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0232.jpg,-6.224027,106.879274
KOS-0233,Kos Jatinegara 233,Jakarta Timur,Jatinegara,1900000,Putri,15,0,1,1,0,0,1,1,1,6.9,UNJ,3.7,4.7,6,19,"Kos eksklusif putri area Jatinegara! Fasilitas lengkap: kamar mandi dalam, WiFi, dapur bersama, laundry, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 6.9 km ke kampus terdekat. Daftar sekarang!","Baru 18 minggu tapi sudah betah banget. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0233.jpg,-6.216385,106.909882
KOS-0234,Kos Kramat Jati 234,Jakarta Timur,Kramat Jati,2100000,Putri,9,1,1,1,0,0,1,0,1,7.3,UNJ,1.6,4.9,29,177,"Kos eksklusif putri area Kramat Jati! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, dapur bersama, dan security 24 jam. Kamar 9m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 7.3 km ke kampus terdekat. Daftar sekarang!","Sudah 6 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0234.jpg,-6.228306,106.869295
KOS-0235,Kos Duren Sawit 235,Jakarta Timur,Duren Sawit,2250000,Putri,9,1,1,1,1,0,1,0,0,7.0,UNJ,4.5,3.7,19,173,"Kos putri strategis di Duren Sawit, Jakarta Timur. Kamar 9m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, dan dapur bersama. Lokasi hanya 7.0 km dari kampus dan 4.5 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0235.jpg,-6.219569,106.895348
KOS-0236,Kos Makasar 236,Jakarta Timur,Makasar,2350000,Putri,12,1,1,0,0,1,1,0,0,2.9,UNJ,0.3,4.9,7,33,"Kos eksklusif putri area Makasar! Fasilitas lengkap: AC, kamar mandi dalam, parkir, dan dapur bersama. Kamar 12m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 2.9 km ke kampus terdekat. Daftar sekarang!","Baru 24 minggu tapi sudah betah banget. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0236.jpg,-6.237599,106.884698
KOS-0237,Kos Makasar 237,Jakarta Timur,Makasar,1450000,Putra,18,1,0,1,1,0,0,0,0,9.8,UNJ,2.1,4.8,7,131,"Kos eksklusif putra area Makasar! Fasilitas lengkap: AC, WiFi, dan listrik termasuk. Kamar 18m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 9.8 km ke kampus terdekat. Daftar sekarang!","Sudah 6 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0237.jpg,-6.23505,106.906503
KOS-0238,Kos Cakung 238,Jakarta Timur,Cakung,2250000,Putri,9,1,0,1,1,1,1,0,1,5.9,Politeknik Negeri Jakarta,1.4,5.0,17,145,"Kos bersih dan terawat di Cakung, Jakarta Timur. Kamar putri berukuran 9m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 5.9 km dari kampus, 1.4 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 24 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0238.jpg,-6.237031,106.936344
KOS-0239,Kos Pulo Gadung 239,Jakarta Timur,Pulo Gadung,1650000,Putri,12,0,1,1,1,0,0,1,0,5.6,Universitas Trisakti,0.6,4.4,27,15,"Tersedia kamar kos putri di kawasan Pulo Gadung, Jakarta Timur. Luas kamar 12m², fasilitas: kamar mandi dalam, WiFi, listrik termasuk, dan laundry. Dekat kampus (5.6 km) dan transportasi umum (0.6 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0239.jpg,-6.217045,106.871348
KOS-0240,Kos Cakung 240,Jakarta Timur,Cakung,1750000,Campur,12,0,1,1,0,1,0,0,0,1.8,Universitas Trisakti,4.5,5.0,16,106,"Hunian nyaman di jantung Jakarta Timur. Kos campur dengan kamar mandi dalam, WiFi, dan parkir. Ukuran kamar 12m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 4.5 km. Cocok untuk profesional muda yang aktif.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0240.jpg,-6.224272,106.901173
KOS-0241,Kos Cakung 241,Jakarta Timur,Cakung,2300000,Putri,15,1,0,1,0,1,1,0,1,4.8,Politeknik Negeri Jakarta,2.2,3.7,15,61,"Kos eksklusif putri area Cakung! Fasilitas lengkap: AC, WiFi, parkir, dapur bersama, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 4.8 km ke kampus terdekat. Daftar sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0241.jpg,-6.194645,106.833579
KOS-0242,Kos Cakung 242,Jakarta Timur,Cakung,1650000,Campur,18,1,1,0,0,0,0,0,0,4.8,Universitas Trisakti,4.9,4.4,26,170,"Kos eksklusif campur area Cakung! Fasilitas lengkap: AC dan kamar mandi dalam. Kamar 18m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 4.8 km ke kampus terdekat. Daftar sekarang!","Baru 24 minggu tapi sudah betah banget. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0242.jpg,-6.253195,106.890905
KOS-0243,Kos Pasar Rebo 243,Jakarta Timur,Pasar Rebo,1500000,Campur,9,1,1,0,0,0,0,0,0,2.0,UNJ,3.4,4.5,8,75,"Kos campur strategis di Pasar Rebo, Jakarta Timur. Kamar 9m² dilengkapi AC dan kamar mandi dalam. Lokasi hanya 2.0 km dari kampus dan 3.4 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Lokasi sangat strategis, ke mana-mana mudah dijangkau. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0243.jpg,-6.247359,106.892243
