id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review
KOS-0159,Kos Pasar Minggu 159,Jakarta Selatan,Pasar Minggu,3100000,Putra,9,1,1,1,1,0,0,1,0,0.6,UI Depok,4.2,4.5,15,84
KOS-0160,Kos Tebet 160,Jakarta Selatan,Tebet,2900000,Campur,15,1,0,1,1,1,0,0,1,8.6,Atmajaya,3.1,4.1,14,175
KOS-0161,Kos Kebayoran Lama 161,Jakarta Selatan,Kebayoran Lama,2950000,Putri,9,0,0,1,1,0,0,0,1,3.2,UI Depok,2.1,3.6,11,71
KOS-0162,Kos Kebayoran Baru 162,Jakarta Selatan,Kebayoran Baru,2400000,Putri,12,0,0,0,0,0,1,1,0,8.5,UI Depok,4.5,3.5,15,109
KOS-0163,Kos Kebayoran Lama 163,Jakarta Selatan,Kebayoran Lama,2900000,Putri,15,0,0,1,0,1,0,0,1,3.2,Binus,1.9,4.8,25,136
KOS-0164,Kos Jagakarsa 164,Jakarta Selatan,Jagakarsa,2550000,Putra,9,1,1,1,1,0,0,1,0,9.4,Binus,2.6,4.8,8,28
KOS-0165,Kos Mampang Prapatan 165,Jakarta Selatan,Mampang Prapatan,2150000,Putri,9,1,0,1,1,0,0,0,0,4.5,UI Depok,2.7,3.8,10,65
KOS-0166,Kos Kebayoran Baru 166,Jakarta Selatan,Kebayoran Baru,2750000,Putri,12,0,0,1,1,0,1,1,1,3.6,Binus,3.6,4.1,19,43
KOS-0167,Kos Mampang Prapatan 167,Jakarta Selatan,Mampang Prapatan,2450000,Putri,9,1,1,0,0,1,1,0,0,6.5,UI Depok,2.5,4.4,25,106
KOS-0168,Kos Pancoran 168,Jakarta Selatan,Pancoran,2700000,Campur,15,1,1,1,1,1,1,1,1,7.4,Binus,4.3,3.8,17,10
KOS-0169,Kos Kebayoran Baru 169,Jakarta Selatan,Kebayoran Baru,2250000,Putra,15,1,1,1,1,1,1,0,0,7.5,Binus,2.0,3.5,5,166
KOS-0170,Kos Jagakarsa 170,Jakarta Selatan,Jagakarsa,2400000,Campur,9,0,1,1,1,1,0,0,1,8.1,Atmajaya,2.9,4.8,24,176
KOS-0171,Kos Jagakarsa 171,Jakarta Selatan,Jagakarsa,2450000,Putri,9,1,1,1,0,1,1,1,1,2.0,UI Depok,1.1,3.8,16,138
KOS-0172,Kos Pancoran 172,Jakarta Selatan,Pancoran,3150000,Putra,9,1,1,1,0,1,0,0,1,4.1,Atmajaya,4.9,3.7,27,132
KOS-0173,Kos Cilandak 173,Jakarta Selatan,Cilandak,2500000,Putra,12,1,1,1,1,1,0,0,1,9.8,Universitas Pancasila,2.9,3.8,21,75
KOS-0174,Kos Pasar Minggu 174,Jakarta Selatan,Pasar Minggu,2950000,Putra,24,0,1,1,0,1,1,0,0,3.3,Binus,0.6,4.5,25,154
KOS-0175,Kos Pasar Minggu 175,Jakarta Selatan,Pasar Minggu,2600000,Putra,9,1,1,1,1,1,0,0,0,4.8,Binus,3.1,3.5,28,104
KOS-0176,Kos Tebet 176,Jakarta Selatan,Tebet,2500000,Putri,15,1,0,1,0,1,0,1,0,7.5,Atmajaya,1.2,4.6,22,89
KOS-0177,Kos Pesanggrahan 177,Jakarta Selatan,Pesanggrahan,3150000,Putra,15,1,0,1,1,0,0,0,1,1.4,UI Depok,1.2,3.5,5,114
KOS-0178,Kos Kebayoran Lama 178,Jakarta Selatan,Kebayoran Lama,2400000,Putra,18,0,1,1,0,0,0,0,0,4.1,UI Depok,2.6,4.1,10,124
KOS-0179,Kos Mampang Prapatan 179,Jakarta Selatan,Mampang Prapatan,2350000,Putri,15,0,0,1,1,1,0,0,1,4.8,Binus,3.2,4.1,8,111
KOS-0180,Kos Kebayoran Lama 180,Jakarta Selatan,Kebayoran Lama,3150000,Putri,9,1,1,1,1,1,0,0,1,2.5,Binus,1.5,4.1,10,89
KOS-0181,Kos Kebayoran Lama 181,Jakarta Selatan,Kebayoran Lama,2850000,Campur,12,1,1,1,1,1,0,1,0,5.8,Atmajaya,1.4,4.8,17,50
KOS-0182,Kos Jagakarsa 182,Jakarta Selatan,Jagakarsa,2850000,Putri,12,1,0,1,1,1,1,0,0,2.3,Binus,4.3,4.8,7,61
KOS-0183,Kos Cilandak 183,Jakarta Selatan,Cilandak,2600000,Campur,12,0,1,1,1,1,0,0,1,8.0,Atmajaya,1.6,4.1,14,126
KOS-0184,Kos Setiabudi 184,Jakarta Selatan,Setiabudi,2350000,Putra,15,1,1,0,0,1,0,0,0,5.9,Binus,4.9,4.8,7,172
KOS-0185,Kos Setiabudi 185,Jakarta Selatan,Setiabudi,2600000,Putra,12,0,1,1,1,1,0,0,1,1.9,Binus,3.5,4.8,11,53
KOS-0186,Kos Jagakarsa 186,Jakarta Selatan,Jagakarsa,2750000,Putra,9,1,0,1,0,1,0,0,1,7.4,Universitas Pancasila,2.8,4.8,23,183
KOS-0187,Kos Cilandak 187,Jakarta Selatan,Cilandak,3450000,Campur,20,1,1,0,1,1,0,0,0,2.4,Atmajaya,0.5,4.3,8,120
KOS-0188,Kos Pesanggrahan 188,Jakarta Selatan,Pesanggrahan,2550000,Putra,15,1,1,1,1,0,1,0,1,6.3,Universitas Pancasila,3.6,3.6,15,95
KOS-0189,Kos Jatinegara 189,Jakarta Timur,Jatinegara,2150000,Putri,15,1,1,0,1,1,0,0,1,7.6,UNJ,4.1,4.5,16,63
KOS-0190,Kos Pasar Rebo 190,Jakarta Timur,Pasar Rebo,1600000,Campur,12,1,0,1,0,0,1,0,1,7.7,Politeknik Negeri Jakarta,1.7,4.1,12,61
KOS-0191,Kos Cipayung 191,Jakarta Timur,Cipayung,2200000,Putri,12,1,1,1,1,1,0,0,0,9.6,Universitas Trisakti,2.3,4.5,7,65
KOS-0192,Kos Matraman 192,Jakarta Timur,Matraman,2300000,Campur,12,1,1,1,0,1,1,0,1,9.8,UNJ,4.0,3.7,12,169
KOS-0193,Kos Makasar 193,Jakarta Timur,Makasar,2250000,Campur,12,0,1,1,1,0,1,0,1,9.1,UNJ,5.0,3.9,26,42
KOS-0194,Kos Duren Sawit 194,Jakarta Timur,Duren Sawit,2000000,Putra,24,1,1,1,1,0,0,0,0,9.0,Politeknik Negeri Jakarta,4.3,3.6,25,90
KOS-0195,Kos Makasar 195,Jakarta Timur,Makasar,2350000,Putri,12,0,1,1,0,0,0,0,1,4.2,UNJ,0.5,4.5,15,24
KOS-0196,Kos Cakung 196,Jakarta Timur,Cakung,2350000,Campur,12,1,0,1,1,1,0,0,1,9.4,Universitas Trisakti,2.6,4.0,26,124
KOS-0197,Kos Pasar Rebo 197,Jakarta Timur,Pasar Rebo,2500000,Campur,12,1,1,0,1,1,0,0,1,2.4,Universitas Trisakti,0.4,4.9,22,116
KOS-0198,Kos Matraman 198,Jakarta Timur,Matraman,2450000,Putra,12,1,1,1,1,1,0,0,1,3.1,UNJ,4.6,4.0,26,44
KOS-0199,Kos Cakung 199,Jakarta Timur,Cakung,2500000,Putra,15,0,1,1,1,1,0,1,1,3.2,Politeknik Negeri Jakarta,4.1,4.8,19,123
KOS-0200,Kos Pulo Gadung 200,Jakarta Timur,Pulo Gadung,1950000,Campur,9,1,1,0,0,0,1,1,1,4.2,Universitas Trisakti,0.5,4.2,10,164
KOS-0201,Kos Duren Sawit 201,Jakarta Timur,Duren Sawit,2050000,Putri,9,1,1,1,0,0,0,0,0,0.7,UNJ,4.2,4.0,8,30
KOS-0202,Kos Makasar 202,Jakarta Timur,Makasar,1950000,Putri,9,1,1,0,1,0,0,1,1,5.0,UNJ,3.9,3.5,27,69
KOS-0203,Kos Pasar Rebo 203,Jakarta Timur,Pasar Rebo,1800000,Campur,15,1,0,1,0,1,0,0,1,2.4,Universitas Trisakti,0.4,4.6,12,86
KOS-0204,Kos Pulo Gadung 204,Jakarta Timur,Pulo Gadung,2050000,Putri,9,1,1,1,0,1,0,0,1,2.4,Politeknik Negeri Jakarta,4.8,4.4,18,58
KOS-0205,Kos Duren Sawit 205,Jakarta Timur,Duren Sawit,2100000,Putri,12,1,1,1,0,0,1,0,1,9.1,Universitas Trisakti,3.1,4.1,10,36
KOS-0206,Kos Cakung 206,Jakarta Timur,Cakung,2350000,Putra,12,1,1,1,1,1,0,1,0,5.5,UNJ,3.0,4.4,21,85
KOS-0207,Kos Makasar 207,Jakarta Timur,Makasar,2150000,Campur,15,0,1,0,0,0,1,1,1,6.1,Universitas Trisakti,0.2,4.4,26,149
KOS-0208,Kos Pasar Rebo 208,Jakarta Timur,Pasar Rebo,1600000,Putra,15,1,0,1,0,1,1,0,1,4.9,UNJ,3.9,3.9,29,186
KOS-0209,Kos Matraman 209,Jakarta Timur,Matraman,1600000,Campur,15,1,1,1,0,1,1,1,0,6.3,Universitas Trisakti,1.2,4.5,5,89
KOS-0210,Kos Cipayung 210,Jakarta Timur,Cipayung,1850000,Putra,9,1,0,0,0,1,0,1,0,9.6,Universitas Trisakti,3.4,4.4,23,32
KOS-0211,Kos Jatinegara 211,Jakarta Timur,Jatinegara,2050000,Putri,12,1,1,1,0,1,0,0,1,4.6,Universitas Trisakti,4.0,4.0,5,52
KOS-0212,Kos Cipayung 212,Jakarta Timur,Cipayung,1750000,Putra,12,1,1,1,0,0,0,0,1,4.8,Universitas Trisakti,4.6,3.6,13,152
KOS-0213,Kos Cipayung 213,Jakarta Timur,Cipayung,2500000,Putri,12,1,1,1,1,0,0,0,1,8.9,Universitas Trisakti,4.5,4.5,5,93
KOS-0214,Kos Jatinegara 214,Jakarta Timur,Jatinegara,1200000,Putri,9,0,0,1,1,0,1,0,0,6.2,Politeknik Negeri Jakarta,2.3,4.3,21,116
KOS-0215,Kos Pasar Rebo 215,Jakarta Timur,Pasar Rebo,2500000,Putra,18,1,1,1,1,1,1,0,0,8.1,Universitas Trisakti,0.7,3.7,17,97
KOS-0216,Kos Kramat Jati 216,Jakarta Timur,Kramat Jati,2150000,Putri,9,0,1,1,0,1,0,0,0,9.4,Politeknik Negeri Jakarta,4.1,5.0,25,166
KOS-0217,Kos Pasar Rebo 217,Jakarta Timur,Pasar Rebo,2000000,Campur,15,0,0,1,0,1,0,0,1,1.2,Universitas Trisakti,4.5,3.6,26,145
KOS-0218,Kos Matraman 218,Jakarta Timur,Matraman,2300000,Putri,9,1,0,1,1,0,0,0,1,2.4,Universitas Trisakti,0.3,4.1,6,51
KOS-0219,Kos Kramat Jati 219,Jakarta Timur,Kramat Jati,2200000,Putra,12,1,0,1,1,1,1,1,0,7.8,Universitas Trisakti,0.4,3.8,7,180
KOS-0220,Kos Cipayung 220,Jakarta Timur,Cipayung,2050000,Putra,9,1,1,1,1,1,1,0,1,3.2,Universitas Trisakti,2.9,3.7,17,35
KOS-0221,Kos Cakung 221,Jakarta Timur,Cakung,2250000,Putri,15,0,1,1,1,0,1,1,1,4.3,Politeknik Negeri Jakarta,3.8,4.1,6,130
KOS-0222,Kos Pasar Rebo 222,Jakarta Timur,Pasar Rebo,2050000,Putri,12,1,1,1,0,1,1,0,1,3.4,Politeknik Negeri Jakarta,3.0,3.9,15,149
KOS-0223,Kos Duren Sawit 223,Jakarta Timur,Duren Sawit,1600000,Putri,12,1,0,1,1,1,0,0,0,7.9,UNJ,5.0,4.1,13,27
KOS-0224,Kos Cakung 224,Jakarta Timur,Cakung,2100000,Putri,18,1,0,1,1,1,0,0,1,1.3,Universitas Trisakti,2.1,4.5,24,14
KOS-0225,Kos Cakung 225,Jakarta Timur,Cakung,2300000,Campur,9,0,1,1,0,0,0,0,0,4.5,Politeknik Negeri Jakarta,0.2,4.9,29,179
KOS-0226,Kos Cakung 226,Jakarta Timur,Cakung,2550000,Putri,12,1,0,1,1,0,1,0,1,1.0,UNJ,2.2,3.8,28,12
KOS-0227,Kos Kramat Jati 227,Jakarta Timur,Kramat Jati,1650000,Campur,15,0,0,0,1,0,0,0,1,7.4,UNJ,2.5,3.8,25,31
KOS-0228,Kos Pasar Rebo 228,Jakarta Timur,Pasar Rebo,1550000,Putri,15,0,0,1,0,1,1,0,0,2.3,UNJ,3.3,4.8,8,151
KOS-0229,Kos Makasar 229,Jakarta Timur,Makasar,2800000,Putri,15,0,1,1,1,1,0,0,1,3.1,Universitas Trisakti,0.6,5.0,23,163
KOS-0230,Kos Cakung 230,Jakarta Timur,Cakung,2550000,Putri,18,1,1,1,0,1,0,0,0,2.4,Politeknik Negeri Jakarta,4.7,4.3,8,158
KOS-0231,Kos Jatinegara 231,Jakarta Timur,Jatinegara,2650000,Putri,9,0,1,1,0,1,1,1,1,3.2,Universitas Trisakti,0.6,3.7,21,198
KOS-0232,Kos Matraman 232,Jakarta Timur,Matraman,2100000,Putri,15,1,1,1,0,1,0,0,0,2.6,Politeknik Negeri Jakarta,0.5,4.8,15,45
KOS-0233,Kos Jatinegara 233,Jakarta Timur,Jatinegara,1900000,Putri,15,0,1,1,0,0,1,1,1,6.9,UNJ,3.7,4.7,6,19
KOS-0234,Kos Kramat Jati 234,Jakarta Timur,Kramat Jati,2100000,Putri,9,1,1,1,0,0,1,0,1,7.3,UNJ,1.6,4.9,29,177
KOS-0235,Kos Duren Sawit 235,Jakarta Timur,Duren Sawit,2250000,Putri,9,1,1,1,1,0,1,0,0,7.0,UNJ,4.5,3.7,19,173
KOS-0236,Kos Makasar 236,Jakarta Timur,Makasar,2350000,Putri,12,1,1,0,0,1,1,0,0,2.9,UNJ,0.3,4.9,7,33
KOS-0237,Kos Makasar 237,Jakarta Timur,Makasar,1450000,Putra,18,1,0,1,1,0,0,0,0,9.8,UNJ,2.1,4.8,7,131
KOS-0238,Kos Cakung 238,Jakarta Timur,Cakung,2250000,Putri,9,1,0,1,1,1,1,0,1,5.9,Politeknik Negeri Jakarta,1.4,5.0,17,145
KOS-0239,Kos Pulo Gadung 239,Jakarta Timur,Pulo Gadung,1650000,Putri,12,0,1,1,1,0,0,1,0,5.6,Universitas Trisakti,0.6,4.4,27,15
KOS-0240,Kos Cakung 240,Jakarta Timur,Cakung,1750000,Campur,12,0,1,1,0,1,0,0,0,1.8,Universitas Trisakti,4.5,5.0,16,106
KOS-0241,Kos Cakung 241,Jakarta Timur,Cakung,2300000,Putri,15,1,0,1,0,1,1,0,1,4.8,Politeknik Negeri Jakarta,2.2,3.7,15,61
KOS-0242,Kos Cakung 242,Jakarta Timur,Cakung,1650000,Campur,18,1,1,0,0,0,0,0,0,4.8,Universitas Trisakti,4.9,4.4,26,170
KOS-0243,Kos Pasar Rebo 243,Jakarta Timur,Pasar Rebo,1500000,Campur,9,1,1,0,0,0,0,0,0,2.0,UNJ,3.4,4.5,8,75
KOS-0244,Kos Jatinegara 244,Jakarta Timur,Jatinegara,2750000,Putri,9,1,1,1,1,1,0,0,1,1.9,Universitas Trisakti,0.9,3.6,20,180
KOS-0245,Kos Pasar Rebo 245,Jakarta Timur,Pasar Rebo,1800000,Putri,12,1,0,1,1,1,0,0,0,9.9,UNJ,1.8,4.7,23,150
KOS-0246,Kos Kramat Jati 246,Jakarta Timur,Kramat Jati,1500000,Putra,12,0,1,0,1,1,0,1,0,3.8,Politeknik Negeri Jakarta,3.1,3.7,11,170
KOS-0247,Kos Kramat Jati 247,Jakarta Timur,Kramat Jati,1600000,Putra,20,1,1,0,0,0,0,0,0,4.9,Politeknik Negeri Jakarta,2.3,4.8,11,123
KOS-0248,Kos Matraman 248,Jakarta Timur,Matraman,1700000,Putra,12,1,0,0,1,1,0,0,1,2.1,Universitas Trisakti,1.1,3.6,19,81
KOS-0249,Kos Cakung 249,Jakarta Timur,Cakung,2300000,Campur,9,1,0,0,0,0,0,0,1,3.0,UNJ,0.7,4.7,26,176
KOS-0250,Kos Matraman 250,Jakarta Timur,Matraman,2600000,Putri,9,1,1,1,0,1,1,1,1,1.1,Universitas Trisakti,3.5,4.9,15,32
KOS-0251,Kos Jatinegara 251,Jakarta Timur,Jatinegara,2300000,Putra,24,1,0,0,0,1,0,0,1,0.9,UNJ,4.8,3.7,17,29
KOS-0252,Kos Duren Sawit 252,Jakarta Timur,Duren Sawit,2200000,Putra,15,0,1,1,1,1,1,0,0,9.9,UNJ,1.4,3.8,13,55
KOS-0253,Kos Pasar Rebo 253,Jakarta Timur,Pasar Rebo,1800000,Putra,9,1,0,0,1,0,1,0,1,9.6,Universitas Trisakti,4.5,4.5,27,154
KOS-0254,Kos Cakung 254,Jakarta Timur,Cakung,1700000,Putri,15,1,0,0,1,1,1,1,0,5.1,UNJ,2.2,4.4,5,61
KOS-0255,Kos Pasar Rebo 255,Jakarta Timur,Pasar Rebo,2350000,Putra,15,1,1,1,1,0,0,1,1,5.9,UNJ,4.0,4.2,27,121
KOS-0256,Kos Matraman 256,Jakarta Timur,Matraman,1450000,Putra,9,1,0,1,0,1,0,0,0,6.0,UNJ,0.5,4.0,28,39
KOS-0257,Kos Matraman 257,Jakarta Timur,Matraman,1800000,Putri,20,0,0,1,1,1,0,1,1,5.9,UNJ,1.1,3.9,6,129
KOS-0258,Kos Makasar 258,Jakarta Timur,Makasar,2050000,Putra,12,1,0,1,0,1,1,1,1,6.2,Politeknik Negeri Jakarta,2.1,3.9,21,103
KOS-0259,Kos Pulo Gadung 259,Jakarta Timur,Pulo Gadung,3000000,Putra,18,1,1,1,1,1,1,1,1,1.0,UNJ,1.3,3.8,14,168
KOS-0260,Kos Cipayung 260,Jakarta Timur,Cipayung,2200000,Campur,9,1,0,1,0,1,1,1,1,4.2,Politeknik Negeri Jakarta,2.0,3.7,24,134
KOS-0261,Kos Pulo Gadung 261,Jakarta Timur,Pulo Gadung,2650000,Putra,12,1,1,1,1,1,0,0,1,3.1,Politeknik Negeri Jakarta,1.2,4.1,29,39
KOS-0262,Kos Pasar Rebo 262,Jakarta Timur,Pasar Rebo,2250000,Putra,12,0,1,1,0,1,1,0,1,5.1,UNJ,2.8,4.7,8,10
KOS-0263,Kos Cipayung 263,Jakarta Timur,Cipayung,1700000,Putra,9,0,1,1,0,1,0,0,0,0.5,Politeknik Negeri Jakarta,2.3,3.9,12,24
KOS-0264,Kos Makasar 264,Jakarta Timur,Makasar,1650000,Putra,15,1,0,1,1,1,0,1,0,5.0,UNJ,4.3,4.8,25,182
KOS-0265,Kos Duren Sawit 265,Jakarta Timur,Duren Sawit,2000000,Putri,15,1,0,1,1,1,1,1,1,9.3,Universitas Trisakti,0.9,4.4,26,83
KOS-0266,Kos Makasar 266,Jakarta Timur,Makasar,2100000,Putri,24,1,1,1,1,1,1,0,1,9.2,Universitas Trisakti,1.3,4.3,6,163
KOS-0267,Kos Pulo Gadung 267,Jakarta Timur,Pulo Gadung,1900000,Putri,9,0,1,1,0,1,0,0,1,8.3,UNJ,3.3,3.9,6,171
KOS-0268,Kos Jatinegara 268,Jakarta Timur,Jatinegara,1550000,Campur,9,1,0,1,0,0,0,0,1,5.8,UNJ,2.7,4.6,18,22
KOS-0269,Kos Pasar Rebo 269,Jakarta Timur,Pasar Rebo,1700000,Putra,9,1,1,0,1,1,0,0,1,9.9,Universitas Trisakti,1.3,3.6,17,186
KOS-0270,Kos Matraman 270,Jakarta Timur,Matraman,2050000,Campur,12,1,1,1,1,1,0,1,1,9.9,Universitas Trisakti,3.8,5.0,24,111
KOS-0271,Kos Kramat Jati 271,Jakarta Timur,Kramat Jati,2250000,Campur,24,1,1,1,1,0,0,1,0,1.8,Universitas Trisakti,2.8,3.6,7,34
KOS-0272,Kos Makasar 272,Jakarta Timur,Makasar,2400000,Putra,15,1,1,1,1,1,0,1,1,8.5,Politeknik Negeri Jakarta,4.6,4.0,6,118
KOS-0273,Kos Matraman 273,Jakarta Timur,Matraman,2400000,Putra,12,1,1,0,1,0,1,0,1,7.8,UNJ,4.7,4.8,16,75
KOS-0274,Kos Jatinegara 274,Jakarta Timur,Jatinegara,2000000,Putri,15,1,0,1,0,1,0,0,1,6.6,UNJ,0.9,4.1,17,27
KOS-0275,Kos Pasar Rebo 275,Jakarta Timur,Pasar Rebo,2000000,Putra,15,0,1,1,0,0,0,0,1,1.5,Politeknik Negeri Jakarta,4.9,4.0,19,91
KOS-0276,Kos Jatinegara 276,Jakarta Timur,Jatinegara,2700000,Putri,20,1,1,1,1,1,1,1,1,6.4,Universitas Trisakti,4.2,3.9,5,119
KOS-0277,Kos Cakung 277,Jakarta Timur,Cakung,2050000,Putri,12,1,1,1,1,1,1,0,1,5.4,Politeknik Negeri Jakarta,2.2,3.6,5,78
KOS-0278,Kos Pulo Gadung 278,Jakarta Timur,Pulo Gadung,2200000,Putra,12,1,0,1,0,0,0,0,1,1.7,Universitas Trisakti,1.7,4.9,12,89
KOS-0279,Kos Kramat Jati 279,Jakarta Timur,Kramat Jati,2050000,Campur,9,1,0,0,1,1,0,0,0,0.5,Politeknik Negeri Jakarta,2.6,3.6,17,159
KOS-0280,Kos Kramat Jati 280,Jakarta Timur,Kramat Jati,1750000,Campur,12,1,0,1,1,0,1,1,0,3.3,UNJ,2.3,4.7,7,122
KOS-0281,Kos Pasar Rebo 281,Jakarta Timur,Pasar Rebo,2100000,Putri,12,1,1,0,1,1,0,0,0,6.4,Politeknik Negeri Jakarta,2.5,3.7,18,165
KOS-0282,Kos Cakung 282,Jakarta Timur,Cakung,1650000,Campur,12,0,0,0,1,1,1,1,0,6.4,Universitas Trisakti,3.5,4.1,12,91
KOS-0283,Kos Pasar Rebo 283,Jakarta Timur,Pasar Rebo,2000000,Putri,12,1,0,1,1,1,0,1,1,9.4,Politeknik Negeri Jakarta,2.7,3.7,24,121
KOS-0284,Kos Cakung 284,Jakarta Timur,Cakung,1650000,Putra,18,0,1,1,0,1,0,0,1,7.5,UNJ,4.0,3.9,25,125
KOS-0285,Kos Makasar 285,Jakarta Timur,Makasar,2400000,Putra,15,1,1,1,1,1,1,0,0,1.7,Universitas Trisakti,1.7,4.4,17,110
KOS-0286,Kos Kramat Jati 286,Jakarta Timur,Kramat Jati,2150000,Putri,15,1,1,1,1,1,0,0,1,5.2,UNJ,2.7,3.8,24,110
KOS-0287,Kos Makasar 287,Jakarta Timur,Makasar,1850000,Campur,18,1,1,0,0,1,0,0,1,3.5,Politeknik Negeri Jakarta,4.3,4.4,10,14
KOS-0288,Kos Cipayung 288,Jakarta Timur,Cipayung,2200000,Campur,9,1,1,1,0,1,0,0,0,2.4,Politeknik Negeri Jakarta,2.6,4.4,15,61
KOS-0289,Kos Duren Sawit 289,Jakarta Timur,Duren Sawit,2100000,Putri,18,1,0,1,1,1,0,0,0,3.8,Universitas Trisakti,3.3,4.8,25,91
KOS-0290,Kos Duren Sawit 290,Jakarta Timur,Duren Sawit,1950000,Putra,9,1,1,1,1,0,0,1,1,3.0,UNJ,1.0,3.7,22,116
KOS-0291,Kos Kramat Jati 291,Jakarta Timur,Kramat Jati,1300000,Putri,12,0,0,1,0,1,0,1,1,8.7,Politeknik Negeri Jakarta,3.5,4.8,16,172
KOS-0292,Kos Pulo Gadung 292,Jakarta Timur,Pulo Gadung,1850000,Campur,15,1,1,1,1,1,0,0,0,6.9,Universitas Trisakti,1.6,4.2,15,193
KOS-0293,Kos Kramat Jati 293,Jakarta Timur,Kramat Jati,1750000,Campur,18,1,1,1,0,1,0,1,0,8.2,UNJ,1.7,4.0,5,16
KOS-0294,Kos Kramat Jati 294,Jakarta Timur,Kramat Jati,2450000,Putri,20,1,0,1,0,1,1,1,1,3.1,Politeknik Negeri Jakarta,1.8,4.9,14,125
KOS-0295,Kos Makasar 295,Jakarta Timur,Makasar,2050000,Putri,9,1,0,1,0,1,1,0,0,6.5,Politeknik Negeri Jakarta,3.3,4.3,29,109
KOS-0296,Kos Duren Sawit 296,Jakarta Timur,Duren Sawit,1800000,Putri,9,1,0,1,0,1,0,0,0,9.6,Politeknik Negeri Jakarta,4.4,3.5,10,154
KOS-0297,Kos Duren Sawit 297,Jakarta Timur,Duren Sawit,2100000,Campur,12,1,1,1,0,1,1,0,0,5.3,Politeknik Negeri Jakarta,4.6,4.7,19,196
KOS-0298,Kos Duren Sawit 298,Jakarta Timur,Duren Sawit,2750000,Campur,9,1,1,1,1,1,0,0,1,2.0,Universitas Trisakti,0.5,4.1,21,41
KOS-0299,Kos Cakung 299,Jakarta Timur,Cakung,1750000,Putra,20,1,0,0,0,1,0,0,0,3.8,Universitas Trisakti,4.9,4.8,14,106
KOS-0300,Kos Cakung 300,Jakarta Timur,Cakung,1600000,Putra,12,1,0,1,1,1,0,0,0,9.4,UNJ,2.4,3.7,28,194
KOS-0301,Kos Matraman 301,Jakarta Timur,Matraman,1600000,Campur,9,1,0,1,1,1,0,1,0,5.7,UNJ,4.5,4.0,29,23
KOS-0302,Kos Matraman 302,Jakarta Timur,Matraman,1950000,Putra,9,1,0,1,0,0,0,0,0,3.4,UNJ,4.8,4.4,27,85
KOS-0303,Kos Jatinegara 303,Jakarta Timur,Jatinegara,2750000,Putri,15,1,1,1,1,1,1,0,1,2.5,UNJ,4.4,4.8,12,136
KOS-0304,Kos Makasar 304,Jakarta Timur,Makasar,1100000,Putri,9,0,0,1,0,0,0,0,0,8.6,Politeknik Negeri Jakarta,4.1,3.5,13,160
KOS-0305,Kos Cipayung 305,Jakarta Timur,Cipayung,2300000,Putra,9,1,1,1,0,1,0,1,0,2.2,UNJ,2.7,4.6,11,86
KOS-0306,Kos Cipayung 306,Jakarta Timur,Cipayung,2700000,Campur,24,1,1,1,0,1,0,1,0,2.9,Universitas Trisakti,1.9,4.2,16,154
KOS-0307,Kos Pasar Rebo 307,Jakarta Timur,Pasar Rebo,1850000,Putri,9,0,0,0,1,0,1,0,1,7.8,Politeknik Negeri Jakarta,2.7,4.5,21,66
KOS-0308,Kos Pulo Gadung 308,Jakarta Timur,Pulo Gadung,1600000,Campur,9,1,1,0,1,0,0,1,0,8.5,UNJ,2.4,4.9,7,80
KOS-0309,Kos Matraman 309,Jakarta Timur,Matraman,2400000,Putra,12,1,1,0,0,0,0,0,1,4.2,Universitas Trisakti,4.9,3.9,12,39
KOS-0310,Kos Cipayung 310,Jakarta Timur,Cipayung,2500000,Putri,9,1,1,1,1,1,1,0,0,4.4,Politeknik Negeri Jakarta,1.8,4.0,27,192
KOS-0311,Kos Cakung 311,Jakarta Timur,Cakung,2050000,Putri,12,1,1,1,0,0,0,0,1,5.9,Universitas Trisakti,0.2,4.6,25,110
KOS-0312,Kos Duren Sawit 312,Jakarta Timur,Duren Sawit,2250000,Putra,12,1,0,1,0,1,0,0,0,1.8,Universitas Trisakti,4.7,3.7,10,134
KOS-0313,Kos Makasar 313,Jakarta Timur,Makasar,1650000,Campur,9,1,1,0,0,1,0,1,0,8.7,Universitas Trisakti,2.6,4.1,16,91
KOS-0314,Kos Matraman 314,Jakarta Timur,Matraman,2100000,Putra,15,0,1,1,1,1,0,1,1,6.6,UNJ,1.7,4.2,19,191
KOS-0315,Kos Makasar 315,Jakarta Timur,Makasar,2350000,Putra,12,1,1,1,0,1,0,1,1,4.9,Politeknik Negeri Jakarta,4.0,5.0,15,25
KOS-0316,Kos Pasar Rebo 316,Jakarta Timur,Pasar Rebo,2600000,Campur,20,1,1,0,1,1,1,0,1,4.7,UNJ,0.4,4.6,14,13
KOS-0317,Kos Jatinegara 317,Jakarta Timur,Jatinegara,2150000,Campur,15,1,1,1,0,1,1,0,1,8.3,Universitas Trisakti,3.8,3.6,9,19
KOS-0318,Kos Matraman 318,Jakarta Timur,Matraman,2000000,Putri,12,0,0,1,1,1,0,1,1,1.8,UNJ,4.7,4.5,10,119
KOS-0319,Kos Makasar 319,Jakarta Timur,Makasar,1850000,Putri,12,1,1,0,1,1,0,0,0,2.3,UNJ,1.1,4.4,12,84
